date,car_num,station_loca,check_time,how_much
2017-12-10,AB-9600,23,02:33,29.19940421
2017-12-10,ME-1397,38,11:18,30.5308898
2017-12-10,JC-6834,56,23:08,29.85691693
2017-12-10,DF-5164,57,05:28,29.10781402
2017-12-10,IC-4839,27,16:48,32.43533163
2017-12-10,AL-2300,6,12:25,26.31654818
2017-12-10,KE-5003,22,05:35,40.81997707
2017-12-10,QO-6623,32,18:57,28.62532642
2017-12-10,FA-3732,54,03:15,28.64246208
2017-12-10,UI-9527,42,01:39,34.89901434
2017-12-10,GL-5895,28,07:00,32.83462043
2017-12-10,OZ-8279,10,01:15,26.83208543
2017-12-10,NZ-8186,48,18:44,36.76429594
2017-12-10,KW-3003,54,07:41,24.27695118
2017-12-10,EZ-2560,14,06:17,30.37690583
2017-12-10,UU-5991,35,00:38,30.16139315
2017-12-10,NM-2493,7,23:28,36.31134067
2017-12-10,YT-8807,43,17:43,28.86743441
2017-12-10,AO-3619,2,15:28,20.72239324
2017-12-10,RT-4422,3,04:29,29.50032228
2017-12-10,FO-2970,16,16:52,30.59437285
2017-12-10,JJ-5537,49,09:12,32.94863394
2017-12-10,YE-5572,9,17:39,30.17895902
2017-12-10,OW-3013,19,20:05,27.64478107
2017-12-10,BG-6791,22,07:55,25.78210133
2017-12-10,VJ-5829,30,22:17,30.26683812
2017-12-10,GK-4278,13,08:42,32.70338451
2017-12-10,VP-7957,34,19:45,22.22014062
2017-12-10,PH-5525,27,12:38,29.48327222
2017-12-10,NX-8212,42,14:58,27.84436131
2017-12-10,WT-2783,34,01:22,34.29023159
2017-12-10,RG-9282,28,08:50,28.28551039
2017-12-10,WQ-5006,25,09:20,38.02199465
2017-12-10,WT-7370,56,07:06,31.00740441
2017-12-10,IE-4706,1,16:55,28.57895552
2017-12-10,KC-6800,35,10:10,19.27818617
2017-12-10,XW-1915,37,23:19,33.77590538
2017-12-10,QV-1028,29,20:46,28.14979984
2017-12-10,RM-8098,33,18:29,34.70980157
2017-12-10,DK-2277,10,13:07,28.92126458
2017-12-10,LF-5451,35,09:39,32.30194787
2017-12-10,SZ-3945,29,13:04,23.96366692
2017-12-10,YS-5825,41,02:27,33.65361616
2017-12-10,VJ-7790,1,15:45,29.65630612
2017-12-10,TX-6475,25,12:27,20.85321698
2017-12-10,RH-1545,52,21:22,27.79205707
2017-12-10,DE-1391,8,16:57,36.57465093
2017-12-10,IM-5481,15,07:04,33.7649602
2017-12-10,FX-4070,52,21:10,26.26896037
2017-12-10,AL-6138,11,21:04,32.30398714
2017-12-10,TI-7348,24,01:33,30.38633821
2017-12-10,HL-7518,45,06:18,34.46236034
2017-12-10,WM-7256,18,20:05,27.40239891
2017-12-10,QC-2343,52,18:33,29.28569317
2017-12-10,GB-3554,40,12:46,33.03518516
2017-12-10,VH-3978,14,02:41,30.23572234
2017-12-10,RG-9975,8,07:17,28.40120354
2017-12-10,MI-4350,24,09:32,26.74520611
2017-12-10,MT-2899,39,21:01,33.38831033
2017-12-10,DA-9166,44,07:58,25.27838117
2017-12-10,GG-2599,20,00:28,32.47492938
2017-12-10,EM-1589,23,08:01,26.50775589
2017-12-10,EI-3922,24,12:33,41.1332343
2017-12-10,LO-3422,1,20:39,27.53413354
2017-12-10,LM-8100,24,17:30,34.51106955
2017-12-10,ZX-5175,44,12:28,28.73090774
2017-12-10,WL-5258,41,20:21,33.00721761
2017-12-10,WK-5551,4,07:23,26.40283489
2017-12-10,KC-8199,27,04:11,27.25969537
2017-12-10,FX-5712,12,03:29,31.33859522
2017-12-10,MH-9072,26,05:51,32.56723453
2017-12-10,GT-9408,22,08:20,28.65625735
2017-12-10,ZB-7312,57,14:20,29.6673941
2017-12-10,MU-8286,57,17:30,35.8270436
2017-12-10,GW-7692,9,09:25,30.03642982
2017-12-10,JI-4987,3,17:18,34.54206339
2017-12-10,GJ-7159,8,22:18,25.07931032
2017-12-10,YI-8338,18,11:14,16.39348699
2017-12-10,RL-2087,21,14:54,32.33315302
2017-12-10,ZM-3804,17,07:47,24.19648289
2017-12-10,KK-4250,14,13:07,31.31278367
2017-12-10,KW-7463,53,15:32,27.30519065
2017-12-10,FD-1388,38,16:47,34.75880337
2017-12-10,XU-5104,51,23:55,27.71549928
2017-12-10,JD-8922,7,10:34,32.070011
2017-12-10,YF-9120,14,16:48,29.76139422
2017-12-10,XU-5112,13,09:42,29.79417094
2017-12-10,WC-9537,23,22:09,35.24894508
2017-12-10,HV-8125,15,21:23,23.85206215
2017-12-10,IR-2281,10,06:05,26.85540497
2017-12-10,PY-8674,34,14:27,29.37245207
2017-12-10,IZ-9904,36,21:14,24.48605232
2017-12-10,PO-7345,53,10:42,28.99613955
2017-12-10,DT-6006,58,11:55,31.72169052
2017-12-10,CX-8035,43,19:10,21.22462869
2017-12-10,FE-1750,54,04:17,26.06528793
2017-12-10,XD-8992,26,21:50,26.83009719
2017-12-10,UI-2129,40,16:55,25.69668319
2017-12-10,PA-5525,23,16:58,32.05984213
2017-12-10,JC-8927,32,17:47,32.55039378
2017-12-10,LV-4039,58,05:18,28.81408196
2017-12-10,FA-1992,27,11:39,28.63045642
2017-12-10,EY-9015,24,06:49,27.51428968
2017-12-10,FJ-2688,38,11:03,26.06250772
2017-12-10,AF-1656,58,19:33,30.31271818
2017-12-10,OX-1407,13,03:55,34.9884036
2017-12-10,MB-9145,5,03:09,29.65670534
2017-12-10,TX-6635,15,03:25,34.46193691
2017-12-10,QH-5099,11,00:29,23.25435371
2017-12-10,BE-7349,27,23:45,30.64016307
2017-12-10,CN-1434,17,21:40,28.70185657
2017-12-10,NV-5216,36,21:55,32.59641442
2017-12-10,UE-3484,52,00:05,35.6553259
2017-12-10,OZ-6021,50,07:15,39.0338363
2017-12-10,FG-2615,41,20:41,27.35808358
2017-12-10,YD-3937,25,13:33,26.96943936
2017-12-10,KQ-1532,45,02:45,28.86377831
2017-12-10,JM-6744,42,09:49,31.4412519
2017-12-10,EA-4971,53,02:16,27.92114385
2017-12-10,DN-7153,54,16:21,28.79384412
2017-12-10,OW-6540,23,10:23,25.35296323
2017-12-10,AS-2901,56,11:41,26.73481693
2017-12-10,QF-7034,10,01:49,26.77051022
2017-12-10,FT-6759,16,06:58,29.74817877
2017-12-10,OM-8410,1,06:15,35.36534677
2017-12-10,UY-8161,13,20:54,26.97213028
2017-12-10,EA-9798,35,13:14,28.52224754
2017-12-10,VJ-5862,16,11:37,33.78778937
2017-12-10,FO-5864,25,23:53,26.74360558
2017-12-10,SO-9013,9,10:25,25.11084984
2017-12-10,XJ-5097,26,17:24,33.66736418
2017-12-10,BT-3696,47,13:35,37.05192252
2017-12-10,UJ-8312,50,00:06,31.94100812
2017-12-10,JX-3459,26,09:51,29.44198523
2017-12-10,EL-2216,49,23:24,35.51670267
2017-12-10,WN-3395,18,18:17,31.98134073
2017-12-10,HR-9992,6,01:02,34.86420426
2017-12-10,JR-1886,54,05:34,25.83636756
2017-12-10,GD-4655,27,19:38,30.01120674
2017-12-10,AA-4605,39,22:27,29.22255886
2017-12-10,PI-2707,27,15:26,25.60522568
2017-12-10,TZ-6296,47,01:07,29.27579971
2017-12-10,HS-4723,53,05:31,30.63192303
2017-12-10,QJ-5895,38,22:19,31.04170245
2017-12-10,JU-8557,28,09:05,33.17347215
2017-12-10,CY-8105,40,18:26,25.70035095
2017-12-10,HK-8367,20,00:34,26.29816711
2017-12-10,BA-9097,11,18:59,35.54360181
2017-12-10,TV-6626,27,05:22,32.94775134
2017-12-10,PQ-8531,6,22:54,27.17831559
2017-12-10,BJ-5078,58,19:56,29.52450818
2017-12-10,QX-6481,36,03:09,29.55582377
2017-12-10,MH-4578,20,14:46,32.17539336
2017-12-10,HT-6747,38,10:45,28.75905206
2017-12-10,IS-6346,22,11:32,28.1499806
2017-12-10,XE-2159,55,08:26,35.81410315
2017-12-10,YK-6711,24,14:51,28.79013123
2017-12-10,FC-3907,4,07:02,22.59726438
2017-12-10,HW-5730,39,10:59,33.87923987
2017-12-10,ZH-1728,51,22:19,35.921763
2017-12-10,NZ-8834,16,08:58,33.9946949
2017-12-10,UZ-8738,6,01:57,38.08819555
2017-12-10,CY-1077,4,15:39,35.78891851
2017-12-10,HK-1849,29,23:36,27.57911642
2017-12-10,ZO-6191,54,11:04,29.14993821
2017-12-10,OJ-2247,51,03:43,37.52969129
2017-12-10,VS-8982,20,22:45,36.86183311
2017-12-10,WQ-2117,33,10:20,26.467462
2017-12-10,UZ-1690,19,04:59,23.70491561
2017-12-10,RT-2676,35,18:24,29.74537317
2017-12-10,XH-4682,19,04:25,24.44303115
2017-12-10,SC-6912,29,16:31,32.36750865
2017-12-10,RB-1695,9,03:34,38.23512928
2017-12-10,LQ-8843,54,16:07,30.68392631
2017-12-10,CR-4099,11,21:34,36.47765368
2017-12-10,MZ-1454,28,06:42,24.75817233
2017-12-10,YN-4229,50,21:16,21.01301056
2017-12-10,SI-1178,1,20:03,38.57579017
2017-12-10,JM-8328,14,13:12,28.65847577
2017-12-10,FB-4735,19,20:23,28.81573428
2017-12-10,WP-8604,51,00:24,23.615609
2017-12-10,OP-1140,12,12:35,23.08575083
2017-12-10,ZE-6306,7,01:57,35.75914281
2017-12-10,PO-1015,2,03:57,35.15595115
2017-12-10,WX-4127,18,03:00,27.29116731
2017-12-10,LC-1272,44,19:59,30.82936184
2017-12-10,HY-3227,31,12:38,27.56400442
2017-12-10,JQ-1482,39,10:04,28.99741181
2017-12-10,MT-2613,19,18:13,30.23838998
2017-12-10,QW-1139,1,18:36,24.92582355
2017-12-10,BQ-1982,58,02:18,30.99151341
2017-12-10,TO-7980,8,04:11,25.83589766
2017-12-10,DB-5228,25,00:20,29.74994346
2017-12-10,UC-6015,8,04:14,23.81342029
2017-12-10,ZE-6217,8,06:09,21.30635151
2017-12-10,TR-8748,42,19:28,25.70200289
2017-12-10,LQ-1085,34,12:11,25.58501287
2017-12-10,QL-3178,55,06:51,25.11454567
2017-12-10,IW-5926,49,03:00,25.99054985
2017-12-10,BY-6835,56,06:57,28.33818935
2017-12-10,CO-3010,16,11:35,31.39285722
2017-12-10,AE-1182,50,21:15,21.50794031
2017-12-10,AN-9997,28,20:42,27.9833275
2017-12-10,BO-4195,31,17:00,28.75362722
2017-12-10,OI-4685,30,00:45,27.09548252
2017-12-10,PF-7223,34,16:04,29.24891438
2017-12-10,AI-2155,2,18:12,29.93958885
2017-12-10,YQ-9683,42,06:38,26.61578622
2017-12-10,WL-9534,23,10:13,35.06065299
2017-12-10,JU-8278,29,07:38,32.75587794
2017-12-10,XM-7342,17,13:59,27.97561536
2017-12-10,ZE-3250,42,03:16,25.7991484
2017-12-10,SY-4856,22,21:40,31.59719046
2017-12-10,SI-9486,56,11:26,34.22493623
2017-12-10,NC-3257,49,15:02,32.40184383
2017-12-10,LK-2381,21,13:31,30.30153111
2017-12-10,OP-3951,52,21:14,30.26108646
2017-12-10,TD-5515,12,13:55,25.38658377
2017-12-10,TU-6956,53,20:52,31.08569549
2017-12-10,PZ-7059,48,13:49,25.78656201
2017-12-10,JI-9316,40,04:39,30.04669691
2017-12-10,WT-6272,38,18:55,31.16296049
2017-12-10,MZ-3034,8,02:18,37.61749722
2017-12-10,QE-6486,17,01:49,29.96282067
2017-12-10,DC-8944,34,00:35,32.59620975
2017-12-10,FD-1055,56,19:20,28.64907585
2017-12-10,RX-8127,26,05:49,29.44930689
2017-12-10,MR-7538,3,19:39,33.00847508
2017-12-10,ER-8976,6,22:10,27.70763258
2017-12-10,PI-9206,57,11:32,27.66912158
2017-12-10,DU-4265,37,18:05,29.67986052
2017-12-10,RQ-1529,4,15:01,27.11857374
2017-12-10,KX-4493,14,23:28,31.38576459
2017-12-10,HU-8220,28,12:59,24.7761532
2017-12-10,LY-4952,44,05:19,24.13356911
2017-12-10,UB-9547,49,06:31,36.8718144
2017-12-10,UR-9310,52,17:13,26.06933037
2017-12-10,EI-9806,10,09:03,26.25045425
2017-12-10,CC-4112,20,21:26,31.48386256
2017-12-10,TS-6207,29,00:42,31.32055364
2017-12-10,HT-9678,4,12:23,33.87279018
2017-12-10,PF-3516,29,14:56,32.39800338
2017-12-10,QL-1620,34,15:54,26.33678821
2017-12-10,UT-7738,50,04:58,29.49280173
2017-12-10,UC-1564,53,02:42,32.60252907
2017-12-10,HN-8324,6,11:00,25.16210284
2017-12-10,WF-2208,16,13:16,30.0675255
2017-12-10,GL-3260,27,11:19,28.08517897
2017-12-10,CJ-7428,44,03:35,26.01477117
2017-12-10,HD-7690,5,07:47,35.00498633
2017-12-10,PJ-8423,26,06:25,29.62343207
2017-12-10,TK-6806,9,11:10,23.99924905
2017-12-10,MH-2673,18,08:06,30.59585689
2017-12-10,WF-3104,10,08:13,33.37897798
2017-12-10,XO-8533,31,20:36,24.03048693
2017-12-10,FN-5724,25,04:04,29.64671259
2017-12-10,JG-9940,11,09:59,28.43464927
2017-12-10,HB-1733,37,02:48,23.35050372
2017-12-10,XL-3821,52,15:54,27.3054768
2017-12-10,RJ-5192,55,16:19,19.19854337
2017-12-10,YT-5856,57,16:46,20.56704948
2017-12-10,NZ-3127,25,01:48,29.7168386
2017-12-10,SE-3293,1,15:35,27.10589
2017-12-10,KI-7265,9,04:37,34.26107437
2017-12-10,ZW-3267,2,02:03,31.67805416
2017-12-10,FJ-5400,14,21:54,28.28142023
2017-12-10,TC-1425,21,00:52,24.93145385
2017-12-10,QR-2627,58,13:32,35.6845365
2017-12-10,BC-5883,7,03:55,32.90299489
2017-12-10,MB-9756,35,22:50,25.94836638
2017-12-10,YG-5704,17,14:39,28.076396
2017-12-10,YK-8318,46,04:07,26.40926938
2017-12-10,TI-4402,54,08:47,30.86683425
2017-12-10,OY-8512,5,19:53,38.38956367
2017-12-10,US-6820,33,07:27,28.11792674
2017-12-10,OF-5802,34,06:24,35.91493288
2017-12-10,HN-8706,21,10:56,38.38865538
2017-12-10,BA-3009,15,11:36,25.54058139
2017-12-10,VT-7786,7,21:16,38.74270779
2017-12-10,XR-9380,29,19:02,26.33071088
2017-12-10,HF-5953,26,16:29,27.45072325
2017-12-10,XO-7715,57,20:21,33.31626824
2017-12-10,HU-1807,46,22:44,31.1107642
2017-12-10,KU-8383,50,02:33,26.70211091
2017-12-10,FI-6945,12,16:07,33.49825195
2017-12-10,DV-1579,20,15:03,20.47155873
2017-12-10,NL-5906,31,16:09,29.18689799
2017-12-10,IQ-5692,41,19:26,28.0085941
2017-12-10,SQ-5985,17,10:10,31.78225722
2017-12-10,YU-5930,22,04:23,28.5448331
2017-12-10,BL-9947,30,15:38,28.13807529
2017-12-10,DJ-7353,23,11:49,26.27371113
2017-12-10,LY-4436,12,18:11,27.6346993
2017-12-10,AY-1405,31,20:21,33.78543122
2017-12-10,IU-6571,57,09:22,29.98076543
2017-12-10,YH-9222,1,14:54,29.91005834
2017-12-10,HS-2222,20,06:45,23.67888616
2017-12-10,MR-1754,4,10:56,30.72337823
2017-12-10,FV-2185,20,15:47,34.88570247
2017-12-10,IC-6356,35,02:42,33.92619177
2017-12-10,ZH-6252,11,20:41,32.92568455
2017-12-10,CF-7767,5,13:22,40.43070926
2017-12-10,JL-8470,55,04:26,27.03980917
2017-12-10,RJ-2390,16,00:00,27.25364948
2017-12-10,AB-9637,8,05:06,28.61387162
2017-12-10,GI-8030,13,08:57,31.38065165
2017-12-10,EF-2174,20,23:28,33.67751935
2017-12-10,GF-3964,12,19:20,27.37398265
2017-12-10,PR-1385,17,08:15,31.20378513
2017-12-10,NS-5867,52,10:42,31.40162398
2017-12-10,VM-3775,42,09:19,31.06685989
2017-12-10,WY-3397,20,10:51,24.9059021
2017-12-10,TU-9532,36,11:49,27.6678775
2017-12-10,PW-1719,16,09:48,34.63221074
2017-12-10,RZ-6331,31,01:44,31.42174296
2017-12-10,SA-8255,21,15:18,29.47515108
2017-12-10,RI-2119,54,12:57,29.65644617
2017-12-10,EZ-6123,50,21:08,33.12207395
2017-12-10,XE-4490,29,15:16,25.43949468
2017-12-10,RT-2997,25,23:36,23.99453744
2017-12-10,BM-1434,14,08:41,26.95951559
2017-12-10,TR-3847,37,06:57,25.14044691
2017-12-10,AH-4140,25,08:25,30.55685782
2017-12-10,UN-4268,34,12:11,27.15621302
2017-12-10,PC-7132,34,08:52,21.13126729
2017-12-10,NK-2904,1,06:33,26.223673
2017-12-10,AF-2016,47,02:17,26.32875554
2017-12-10,VG-1815,58,05:31,29.30669515
2017-12-10,PO-1195,9,05:07,29.29831287
2017-12-10,UF-1423,6,21:46,30.40472729
2017-12-10,VY-9553,29,18:38,31.80932396
2017-12-10,QR-6687,34,09:26,35.13151221
2017-12-10,XF-8519,58,01:04,29.48957018
2017-12-10,VT-7562,48,12:58,27.06427955
2017-12-10,ET-3745,2,17:26,26.24575553
2017-12-10,JB-1371,11,16:26,32.36078999
2017-12-10,XN-1466,32,17:27,29.07286158
2017-12-10,HE-4743,46,03:53,34.65557572
2017-12-10,OM-8512,22,07:01,27.12908557
2017-12-10,FO-3418,23,03:42,28.71258347
2017-12-10,PV-4980,6,09:30,37.16753053
2017-12-10,XN-6542,53,08:11,32.58209547
2017-12-10,DC-4630,20,08:44,30.43057057
2017-12-10,WS-3339,46,06:28,32.33476161
2017-12-10,JW-6335,23,02:48,29.36639019
2017-12-10,LA-5972,5,15:51,35.69666606
2017-12-10,NB-7446,20,00:18,23.76199536
2017-12-10,VI-9505,47,16:46,36.24412795
2017-12-10,PN-4874,21,02:03,30.43568356
2017-12-10,KN-6038,20,08:50,31.36171148
2017-12-10,LM-3533,10,18:38,35.02462978
2017-12-10,ZS-3934,36,11:29,30.09606761
2017-12-10,BK-7105,11,01:33,24.46857474
2017-12-10,YA-9164,20,21:02,34.71156204
2017-12-10,NR-1222,30,23:41,32.33200946
2017-12-10,WH-8630,12,02:03,28.63043544
2017-12-10,KU-1945,4,23:35,28.61298937
2017-12-10,SY-7001,41,16:19,25.18053666
2017-12-10,RP-2979,20,02:00,18.77168517
2017-12-10,EI-6958,44,05:27,32.36099824
2017-12-10,LY-7253,56,08:21,35.66644924
2017-12-10,VR-9613,43,03:19,33.50626425
2017-12-10,PU-4190,31,06:08,29.18402786
2017-12-10,CS-2834,4,02:09,27.02259765
2017-12-10,FS-3827,10,14:26,24.12806065
2017-12-10,NF-2572,16,22:59,35.2376792
2017-12-10,PQ-8232,16,09:22,26.73744051
2017-12-10,DC-8069,13,16:55,27.55386563
2017-12-10,RV-3859,4,02:21,23.72716623
2017-12-10,OZ-1770,43,13:36,34.78118975
2017-12-10,PG-4016,2,17:44,25.63118892
2017-12-10,DS-3688,49,17:50,28.95146247
2017-12-10,PX-3067,51,12:42,21.28157616
2017-12-10,SH-7206,10,17:18,30.8264772
2017-12-10,EC-8042,36,22:18,29.84820414
2017-12-10,TG-3988,11,19:50,29.10982443
2017-12-10,WB-2794,29,04:07,32.8520473
2017-12-10,UI-5890,46,10:57,32.88499742
2017-12-10,GI-8104,52,01:38,35.04917873
2017-12-10,KG-2840,20,06:59,30.89096426
2017-12-10,DI-9682,25,15:35,27.5229833
2017-12-10,CT-7291,20,15:24,36.75350607
2017-12-10,KB-1739,24,09:19,29.43274498
2017-12-10,CJ-8897,4,15:11,27.2186988
2017-12-10,MS-6908,29,07:54,32.68658497
2017-12-10,TY-1157,9,21:58,22.52054481
2017-12-10,HB-5366,22,04:00,23.38585475
2017-12-10,BA-9317,28,11:36,30.6741382
2017-12-10,CX-1985,14,16:50,36.95636467
2017-12-10,WU-8310,17,15:02,35.93431854
2017-12-10,UJ-2242,38,11:21,32.88515191
2017-12-10,UV-7432,13,08:49,28.27953308
2017-12-10,XS-3294,23,07:08,30.65690898
2017-12-10,TQ-7539,51,18:17,28.94618473
2017-12-10,EG-7954,30,21:23,28.83949828
2017-12-10,PN-5497,21,09:30,38.45037664
2017-12-10,ZX-4115,14,01:21,30.59378134
2017-12-10,LO-7552,56,13:53,28.83233646
2017-12-10,KO-3890,32,04:05,27.94444374
2017-12-10,RC-8736,11,07:56,40.19842362
2017-12-10,NF-2305,2,14:22,33.96528643
2017-12-10,AN-9887,31,12:06,30.71679377
2017-12-10,UM-7058,23,13:42,30.09060589
2017-12-10,LH-1979,57,08:18,28.90703387
2017-12-10,SN-8583,7,01:32,23.5729757
2017-12-10,AA-1542,46,09:46,30.90955911
2017-12-10,XT-2923,32,18:42,42.42924773
2017-12-10,TW-2310,26,21:27,23.94260748
2017-12-10,TP-2223,15,12:02,31.45723034
2017-12-10,JY-1542,13,05:31,32.49129237
2017-12-10,WI-8333,25,14:57,37.72938251
2017-12-10,QX-9707,44,09:04,30.84381563
2017-12-10,OE-5961,35,02:05,29.52151378
2017-12-10,DS-7654,43,21:47,28.9890152
2017-12-10,HM-2429,56,21:40,28.96268535
2017-12-10,HK-5588,43,11:50,27.30164184
2017-12-10,AV-8074,49,05:35,33.34458722
2017-12-10,BS-5500,5,16:35,24.08132992
2017-12-10,ZU-6181,3,12:27,25.24395274
2017-12-10,OA-2523,46,06:38,28.52123213
2017-12-10,IF-1281,41,17:34,30.46254946
2017-12-10,LW-1194,12,10:11,37.66594714
2017-12-10,EC-3454,7,00:59,26.51988828
2017-12-10,HZ-8232,11,06:01,30.66648713
2017-12-10,DN-8570,45,02:46,25.32977842
2017-12-10,RM-3510,13,14:37,32.86445415
2017-12-10,LR-9190,43,16:50,28.11101759
2017-12-10,VG-9939,28,04:42,28.34850538
2017-12-10,OP-9586,5,10:17,30.13374219
2017-12-10,BF-4972,9,00:51,35.85000319
2017-12-10,JT-2016,36,09:05,36.88148962
2017-12-10,EP-6817,1,01:47,33.78067131
2017-12-10,NN-8605,32,18:51,27.27453711
2017-12-10,HF-4479,21,12:54,31.97061937
2017-12-10,GA-8040,43,18:20,36.77227405
2017-12-10,RU-3024,30,22:16,26.23545216
2017-12-10,VF-1885,41,08:45,36.49942539
2017-12-10,AS-6233,41,02:12,40.37859862
2017-12-10,MA-4912,19,05:23,31.59342852
2017-12-10,CA-5644,37,10:47,33.74921287
2017-12-10,XK-5582,2,01:12,30.02713524
2017-12-10,KA-1594,57,14:18,35.60478544
2017-12-10,GJ-5457,20,01:55,37.13110449
2017-12-10,YH-3497,57,21:17,29.77233458
2017-12-10,KJ-9927,41,14:42,16.98607273
2017-12-10,KW-2439,17,04:10,36.59788512
2017-12-10,QF-2217,57,13:38,30.12005531
2017-12-10,SP-8565,9,09:32,34.7370115
2017-12-10,GN-4061,5,08:16,21.51793534
2017-12-10,QD-2512,26,07:38,29.7721416
2017-12-10,OG-5328,6,07:34,29.47006757
2017-12-10,QF-2604,28,01:28,27.84881505
2017-12-10,RC-3547,22,18:46,33.57057257
2017-12-10,LC-1248,3,23:43,33.54881801
2017-12-10,QA-8116,24,01:51,30.16431577
2017-12-10,VS-5440,31,17:54,31.66295833
2017-12-10,GS-8045,58,13:49,25.39786882
2017-12-10,UT-6918,7,15:41,35.03484642
2017-12-10,IY-2573,49,05:29,28.26970789
2017-12-10,SZ-9488,11,08:42,34.45261406
2017-12-10,MG-8539,43,22:53,28.95310707
2017-12-10,CT-3530,12,10:02,30.72265919
2017-12-10,CE-5030,3,14:20,28.31178136
2017-12-10,NE-4952,1,17:18,28.45328562
2017-12-10,GL-7918,30,15:57,17.65996543
2017-12-10,OH-7814,57,15:57,30.4956686
2017-12-10,CE-6594,1,17:14,29.26647714
2017-12-10,TW-7869,52,02:33,32.02105259
2017-12-10,NO-8214,47,15:01,29.53781174
2017-12-10,GO-5418,20,09:15,24.72007417
2017-12-10,FD-9233,40,17:17,31.76848016
2017-12-10,GU-6767,17,19:47,33.64592123
2017-12-10,QQ-1878,45,21:24,32.51822727
2017-12-10,RB-9783,46,19:39,22.40331581
2017-12-10,TV-2413,26,13:16,23.86013909
2017-12-10,NL-4965,1,18:25,30.78949867
2017-12-10,TF-4772,14,03:33,28.6918666
2017-12-10,QL-2076,36,21:32,24.67841948
2017-12-10,SV-5351,40,12:45,30.18305048
2017-12-10,FL-6559,37,22:34,26.8825677
2017-12-10,WV-1057,53,08:40,31.23676189
2017-12-10,DJ-2829,33,02:12,27.18941079
2017-12-10,XP-3279,34,15:39,35.66616085
2017-12-10,IO-5423,2,20:43,27.81159115
2017-12-10,ZF-3360,23,22:20,26.39840878
2017-12-10,LF-9162,29,18:16,37.30300113
2017-12-10,HG-4408,17,12:45,29.45192753
2017-12-10,EC-2207,25,05:09,24.59376913
2017-12-10,NB-6069,56,02:05,30.30303275
2017-12-10,UZ-9242,37,13:51,29.67116229
2017-12-10,XH-9010,55,14:17,31.57980445
2017-12-10,ZY-9325,51,22:38,31.25121408
2017-12-10,TR-8667,35,10:02,29.51892665
2017-12-10,TL-2561,14,13:33,34.40182023
2017-12-10,FB-7708,37,22:50,19.15281216
2017-12-10,SZ-7618,16,11:43,27.89669848
2017-12-10,QH-7800,1,02:04,31.81240304
2017-12-10,GX-1558,26,07:33,24.8799299
2017-12-10,BZ-2493,36,01:41,32.40656811
2017-12-10,XY-7259,16,23:17,27.61841058
2017-12-10,PK-1972,16,05:47,32.94646602
2017-12-10,IG-4130,49,13:59,30.64244204
2017-12-10,AX-5126,34,13:05,28.00212874
2017-12-10,UI-9179,40,23:00,24.90289051
2017-12-10,UI-6334,54,03:06,30.75281716
2017-12-10,WR-9191,28,12:59,34.73900166
2017-12-10,MY-9168,57,21:22,33.32395594
2017-12-10,MF-9840,46,15:07,30.11153657
2017-12-10,LV-1416,4,21:55,28.53657699
2017-12-10,TW-5240,5,08:37,33.03563716
2017-12-10,JD-8072,8,16:54,31.95952367
2017-12-10,IW-4725,53,20:16,20.72516574
2017-12-10,XN-3296,28,05:33,30.83324371
2017-12-10,KR-6432,52,17:37,28.23152771
2017-12-10,NB-7171,27,05:11,31.90652582
2017-12-10,TO-6282,11,22:24,28.29205538
2017-12-10,LL-9355,15,03:52,35.03505754
2017-12-10,PN-2939,10,07:25,29.24589494
2017-12-10,XN-2309,4,10:47,27.57550953
2017-12-10,XR-9835,31,13:09,29.98289853
2017-12-10,ZZ-2727,4,02:14,32.29673269
2017-12-10,ES-6396,14,04:43,29.07126762
2017-12-10,AZ-8279,42,22:23,28.84447431
2017-12-10,LS-2849,11,15:33,28.10148198
2017-12-10,CJ-7468,11,03:16,25.33506381
2017-12-10,WM-2404,30,10:58,24.42348513
2017-12-10,NH-4510,43,11:59,35.93518971
2017-12-10,AP-1908,1,02:03,32.00411207
2017-12-10,EH-8255,22,19:45,26.66407784
2017-12-10,IY-9806,5,12:03,32.67665292
2017-12-10,FZ-3134,42,12:28,30.87211819
2017-12-10,DC-1833,26,16:37,28.62110461
2017-12-10,MT-6385,25,21:00,29.22784729
2017-12-10,TI-3986,9,16:20,32.65732375
2017-12-10,KR-1570,46,04:24,25.11255125
2017-12-10,BT-9741,37,11:21,32.20445366
2017-12-10,OJ-5450,18,03:52,25.93186941
2017-12-10,EI-7918,40,19:40,36.5804857
2017-12-10,XF-7588,37,08:42,22.65229018
2017-12-10,ZU-6359,48,07:29,30.26213585
2017-12-10,OV-8827,54,11:46,29.31429793
2017-12-10,WY-6824,55,22:34,25.85519364
2017-12-10,GT-2870,22,10:41,34.12075498
2017-12-10,VC-6326,56,08:14,34.15203481
2017-12-10,EM-1398,27,03:22,29.42997016
2017-12-10,ZW-9949,13,08:42,31.44072041
2017-12-10,RB-7972,40,12:32,31.34784695
2017-12-10,AX-5313,4,06:54,36.33162756
2017-12-10,CD-4323,21,11:28,27.37841988
2017-12-10,OW-7704,51,23:50,35.33027898
2017-12-10,WO-4380,40,19:15,30.27887639
2017-12-10,WT-6924,45,13:09,25.01249756
2017-12-10,WZ-4765,36,03:09,31.32586963
2017-12-10,NE-1131,20,03:26,24.92324184
2017-12-10,LN-9660,11,12:50,28.61690216
2017-12-10,BD-7085,42,20:32,35.41417571
